CMDLINE lindemann tests/test_example/459_02.lammpstrj -t
MEM 1.539062 1642587930.4115
MEM 23.320312 1642587930.5118
MEM 36.449219 1642587930.6121
MEM 42.332031 1642587930.7125
MEM 82.105469 1642587930.8128
MEM 112.167969 1642587930.9131
MEM 120.992188 1642587931.0135
MEM 123.578125 1642587931.1138
MEM 127.449219 1642587931.2141
MEM 128.011719 1642587931.3144
MEM 130.828125 1642587931.4148
MEM 133.738281 1642587931.5151
MEM 134.621094 1642587931.6154
MEM 135.253906 1642587931.7158
MEM 169.828125 1642587931.8161
MEM 214.304688 1642587931.9164
MEM 265.992188 1642587932.0167
MEM 275.359375 1642587932.1171
MEM 277.421875 1642587932.2174
MEM 279.226562 1642587932.3178
MEM 279.660156 1642587932.4182
MEM 283.289062 1642587932.5185
MEM 285.324219 1642587932.6188
MEM 287.535156 1642587932.7191
MEM 289.886719 1642587932.8193
MEM 292.109375 1642587932.9196
MEM 292.750000 1642587933.0200
MEM 292.750000 1642587933.1202
MEM 292.750000 1642587933.2205
MEM 293.007812 1642587933.3208
MEM 293.523438 1642587933.4211
MEM 294.039062 1642587933.5214
MEM 294.039062 1642587933.6217
MEM 294.277344 1642587933.7219
MEM 294.277344 1642587933.8222
MEM 294.277344 1642587933.9225
MEM 294.531250 1642587934.0228
MEM 295.023438 1642587934.1231
MEM 295.613281 1642587934.2234
MEM 296.246094 1642587934.3237
MEM 296.714844 1642587934.4241
MEM 298.417969 1642587934.5244
MEM 298.675781 1642587934.6247
MEM 298.933594 1642587934.7250
MEM 298.933594 1642587934.8254
MEM 298.933594 1642587934.9256
MEM 298.933594 1642587935.0259
MEM 299.164062 1642587935.1262
MEM 299.164062 1642587935.2264
MEM 299.164062 1642587935.3268
MEM 299.164062 1642587935.4271
MEM 299.164062 1642587935.5274
MEM 299.164062 1642587935.6277
MEM 299.675781 1642587935.7281
MEM 299.933594 1642587935.8284
MEM 300.449219 1642587935.9287
MEM 300.964844 1642587936.0290
MEM 301.222656 1642587936.1293
MEM 301.480469 1642587936.2296
MEM 301.988281 1642587936.3299
MEM 301.988281 1642587936.4302
MEM 302.300781 1642587936.5305
MEM 302.300781 1642587936.6308
MEM 302.300781 1642587936.7312
MEM 302.300781 1642587936.8315
MEM 302.421875 1642587936.9318
MEM 302.421875 1642587937.0321
MEM 302.957031 1642587937.1325
MEM 303.371094 1642587937.2328
MEM 303.902344 1642587937.3331
MEM 306.019531 1642587937.4334
MEM 306.277344 1642587937.5338
MEM 306.277344 1642587937.6341
MEM 307.394531 1642587937.7345
MEM 310.847656 1642587937.8348
MEM 310.847656 1642587937.9351
MEM 310.847656 1642587938.0354
MEM 310.847656 1642587938.1358
MEM 310.847656 1642587938.2361
MEM 310.847656 1642587938.3365
MEM 303.144531 1642587938.4368
MEM 302.644531 1642587938.5372
