CMDLINE lindemann tests/test_example/459_02.lammpstrj -f
MEM 0.683594 1642587591.5657
MEM 22.960938 1642587591.6660
MEM 36.304688 1642587591.7663
MEM 42.132812 1642587591.8667
MEM 82.328125 1642587591.9670
MEM 110.222656 1642587592.0673
MEM 121.023438 1642587592.1677
MEM 123.699219 1642587592.2680
MEM 127.562500 1642587592.3683
MEM 128.125000 1642587592.4686
MEM 131.171875 1642587592.5689
MEM 134.128906 1642587592.6693
MEM 134.773438 1642587592.7696
MEM 135.410156 1642587592.8700
MEM 174.183594 1642587592.9703
MEM 215.500000 1642587593.0707
MEM 265.707031 1642587593.1711
MEM 275.320312 1642587593.2714
MEM 277.125000 1642587593.3717
MEM 278.929688 1642587593.4721
MEM 279.363281 1642587593.5724
MEM 280.566406 1642587593.6727
MEM 282.558594 1642587593.7731
MEM 284.843750 1642587593.8734
MEM 287.300781 1642587593.9737
MEM 289.125000 1642587594.0741
MEM 289.640625 1642587594.1744
MEM 289.640625 1642587594.2747
MEM 289.898438 1642587594.3750
MEM 290.156250 1642587594.4753
MEM 290.671875 1642587594.5756
MEM 291.445312 1642587594.6759
MEM 291.445312 1642587594.7762
MEM 291.679688 1642587594.8764
MEM 291.679688 1642587594.9767
MEM 291.679688 1642587595.0770
MEM 291.937500 1642587595.1773
MEM 292.394531 1642587595.2776
MEM 292.906250 1642587595.3779
MEM 293.511719 1642587595.4782
MEM 293.824219 1642587595.5786
MEM 294.972656 1642587595.6789
MEM 295.488281 1642587595.7793
MEM 295.746094 1642587595.8796
MEM 295.746094 1642587595.9799
MEM 295.746094 1642587596.0802
MEM 295.746094 1642587596.1805
MEM 295.746094 1642587596.2809
MEM 296.257812 1642587596.3812
MEM 296.421875 1642587596.4815
MEM 296.421875 1642587596.5818
MEM 296.421875 1642587596.6822
MEM 296.421875 1642587596.7826
MEM 296.675781 1642587596.8829
MEM 297.171875 1642587596.9832
MEM 297.425781 1642587597.0835
MEM 297.683594 1642587597.1838
MEM 297.683594 1642587597.2840
MEM 297.921875 1642587597.3843
MEM 297.921875 1642587597.4846
MEM 297.921875 1642587597.5849
MEM 297.921875 1642587597.6852
MEM 298.171875 1642587597.7856
MEM 298.992188 1642587597.8859
MEM 299.242188 1642587597.9863
MEM 299.496094 1642587598.0867
MEM 300.011719 1642587598.1870
MEM 300.011719 1642587598.2873
MEM 300.289062 1642587598.3877
MEM 300.289062 1642587598.4880
MEM 300.289062 1642587598.5883
MEM 300.289062 1642587598.6886
MEM 300.289062 1642587598.7889
MEM 300.539062 1642587598.8893
MEM 300.539062 1642587598.9896
MEM 301.105469 1642587599.0899
MEM 301.363281 1642587599.1902
MEM 301.601562 1642587599.2905
MEM 302.371094 1642587599.3908
MEM 304.949219 1642587599.4911
MEM 305.207031 1642587599.5915
MEM 305.207031 1642587599.6918
MEM 305.933594 1642587599.7922
MEM 420.687500 1642587599.8926
MEM 720.007812 1642587599.9930
MEM 1024.226562 1642587600.0934
MEM 1116.691406 1642587600.1938
MEM 1116.691406 1642587600.2942
MEM 1116.691406 1642587600.3946
MEM 1116.691406 1642587600.4950
MEM 1116.691406 1642587600.5954
MEM 1116.691406 1642587600.6959
MEM 1116.691406 1642587600.7963
MEM 1116.691406 1642587600.8967
MEM 1116.691406 1642587600.9970
MEM 1116.691406 1642587601.0974
MEM 1116.691406 1642587601.1978
MEM 1116.691406 1642587601.2982
MEM 1116.691406 1642587601.3987
MEM 1116.691406 1642587601.4991
MEM 1116.691406 1642587601.5995
MEM 1113.984375 1642587601.6998
MEM 1113.984375 1642587601.8002
MEM 1113.984375 1642587601.9005
MEM 1113.984375 1642587602.0009
MEM 1113.984375 1642587602.1012
MEM 303.429688 1642587602.2016
MEM 303.214844 1642587602.3020
MEM 0.000000 1642587602.4025
