CMDLINE lindemann tests/test_example/459_02.lammpstrj -t
MEM 1.683594 1642587992.1606
MEM 23.125000 1642587992.2610
MEM 36.320312 1642587992.3613
MEM 42.144531 1642587992.4616
MEM 82.347656 1642587992.5619
MEM 113.917969 1642587992.6623
MEM 119.300781 1642587992.7626
MEM 120.679688 1642587992.8630
MEM 124.359375 1642587992.9633
MEM 125.441406 1642587993.0636
MEM 128.000000 1642587993.1639
MEM 129.847656 1642587993.2642
MEM 130.656250 1642587993.3645
MEM 133.582031 1642587993.4649
MEM 181.242188 1642587993.5653
MEM 219.050781 1642587993.6657
MEM 269.675781 1642587993.7660
MEM 273.410156 1642587993.8664
MEM 275.218750 1642587993.9667
MEM 279.601562 1642587994.0670
MEM 288.617188 1642587994.1674
MEM 291.125000 1642587994.2677
MEM 292.921875 1642587994.3680
MEM 295.304688 1642587994.4684
MEM 295.652344 1642587994.5687
MEM 297.539062 1642587994.6691
MEM 299.003906 1642587994.7693
MEM 301.906250 1642587994.8697
MEM 303.054688 1642587994.9700
MEM 304.167969 1642587995.0704
MEM 307.511719 1642587995.1707
MEM 307.511719 1642587995.2710
MEM 307.511719 1642587995.3714
MEM 307.511719 1642587995.4717
MEM 307.511719 1642587995.5720
MEM 304.914062 1642587995.6723
MEM 299.699219 1642587995.7727
MEM 294.453125 1642587995.8731
